89,46,292
93,12,234
78,88,902
52,22,180
145,4,1006
66,76,999
143,34,292
141,68,115
88,55,701
79,2,98
79,49,577
94,74,200
116,21,394
12,15,1090
86,24,523
19,49,763
118,69,996
42,65,194
9,32,423
38,45,702
120,49,192
68,20,204
143,48,974
138,89,1151
3,90,220
100,20,760
101,79,734
81,8,1056
26,77,1128
27,82,347
52,68,1059
110,47,987
103,89,854
37,40,667
129,51,578
7,14,470
116,49,811
6,5,435
108,38,762
101,70,109
91,87,356
61,51,1180
100,32,105
4,36,787
132,56,495
77,56,1193
66,88,303
110,34,902
23,16,1219
113,78,599
112,92,631
19,48,928
85,24,348
3,89,1177
2,3,193
129,25,100
71,63,525
92,47,616
76,18,692
50,86,240
87,72,184
115,84,1222
64,86,974
120,41,1016
56,15,320
39,79,635
20,83,1176
63,40,190
30,47,176
90,49,848
55,31,990
72,83,1049
96,43,1088
37,66,1229
132,76,1234
86,6,1134
104,13,371
87,45,341
132,30,423
105,10,1169
7,61,408
43,28,663
17,62,85
71,86,644
93,61,544
117,16,730
58,6,1244
125,7,1175
10,70,1220
54,30,362
49,75,555
81,71,1000
80,65,808
38,1,716
123,63,887
34,77,405
48,13,1192
146,28,1225
83,18,897
65,71,332
10,38,414
120,71,338
113,79,458
43,67,544
54,4,653
51,77,377
91,89,21
25,59,951
117,57,175
90,50,870
2,61,1045
82,80,114
92,3,413
22,88,1156
113,12,839
117,83,124
113,69,1165
111,70,985
118,25,284
84,31,335
60,70,1014
9,29,137
129,34,70
118,70,380
144,48,783
24,19,1167
90,87,639
6,40,900
9,16,386
24,11,1235
119,73,527
136,90,1206
28,7,756
9,54,859
105,80,75
117,70,1126
8,6,1102
134,63,507
14,87,98
28,14,656
23,30,858
20,82,469
56,44,1027
68,79,1242
68,26,484
99,55,121
144,61,768
33,68,188
128,59,739
106,71,620
48,77,1037
45,64,683
106,85,288
125,26,89
33,22,332
71,5,590
47,71,1039
111,88,267
17,39,815
134,26,344
145,11,1064
82,64,150
102,77,601
40,61,580
91,7,303
140,81,497
127,81,268
34,19,737
56,17,105
126,2,446
131,43,985
39,60,1161
126,29,880
83,59,1179
135,8,358
59,2,127
108,3,1159
48,69,863
129,71,116
86,44,452
71,93,695
135,71,767
13,56,892
142,22,65
69,58,954
125,81,1216
134,60,1055
37,20,566
121,70,492
71,67,812
4,52,659
74,32,834
31,43,291
50,26,292
46,61,42
33,40,741
12,49,271
41,40,569
123,47,1191
91,41,959
49,43,1103
109,64,593
91,88,436
34,2,558
34,49,585
26,33,160
11,26,1135
98,63,1146
46,42,1188
130,67,985
104,93,1044
51,71,730
62,1,215
104,61,122
53,31,1164
37,90,1069
93,19,288
4,58,797
43,43,82
114,29,307
102,28,154
130,90,851
42,83,726
62,28,830
34,40,904
129,63,289
32,91,1140
40,4,288
146,87,614
47,5,1071
133,21,1058
22,30,290
107,78,890
71,75,351
21,59,656
132,53,132
106,19,924
84,42,564
129,53,541
71,18,1156
88,12,1022
7,63,392
91,68,1097
43,88,263
119,34,1001
81,66,756
106,80,776
59,81,1079
88,22,815
78,35,206
83,35,325
50,49,926
133,6,180
8,86,209
22,73,508
75,75,1128
56,59,1063
102,42,389
31,31,1063
41,53,553
63,27,1062
2,57,253
54,53,808
49,39,927
64,34,281
80,69,490
9,44,151
102,69,1201
97,23,582
119,3,623
101,56,805
55,40,844
34,45,217
10,89,414
74,70,1221
40,45,27
96,25,395
117,61,538
98,2,68
135,8,637
114,46,871
101,77,962
137,37,302
4,55,1051
115,33,39
12,13,698
138,81,810
123,84,330
98,74,379
123,52,1228
3,62,158
108,86,819
75,22,291
12,38,113
50,45,209
24,82,1121
104,17,1022
13,12,643
145,45,74
71,44,524
76,24,1037
101,25,540
108,46,582
18,1,916
31,76,844
98,62,554
132,44,1185
87,63,408
40,58,685
56,58,1052
67,51,261
83,93,569
51,79,342
23,3,77
86,33,335
113,67,557
34,27,1051
107,77,160
44,72,308
111,79,413
17,22,391
31,88,192
83,38,1028
141,81,125
21,84,129
74,67,688
17,36,311
92,21,1188
120,45,599
79,12,661
132,37,578
74,73,622
104,3,39
101,10,726
75,51,1025
54,39,868
117,3,1176
49,32,1048
90,89,45
101,73,697
3,34,1159
61,84,731
24,67,29
33,26,1007
91,35,388
31,38,154
89,20,443
143,9,994
121,48,843
104,87,727
61,93,857
102,4,366
35,48,90
73,54,435
25,55,1165
6,1,985
73,90,919
19,36,262
99,50,1134
121,23,416
146,58,185
55,69,972
133,79,1221
132,19,93
37,31,366
137,82,1060
146,62,375
57,72,944
118,35,428
124,16,1217
92,59,178
137,43,755
144,69,1245
101,8,209
57,31,285
135,81,536
21,31,99
9,22,532
35,9,8
123,19,179
56,10,788
97,3,841
91,25,1240
37,26,1162
1,32,1224
34,69,376
102,77,14
8,11,856
129,2,307
107,74,36
91,70,73
2,37,994
61,54,537
41,12,967
5,40,183
18,27,177
27,41,939
21,92,667
82,17,756
128,88,536
104,79,272
132,33,255
79,19,480
77,9,47
31,45,47
117,30,1194
88,61,875
63,55,1074
65,54,978
54,13,253
101,55,1022
50,39,648
58,28,629
139,84,429
28,22,367
84,29,955
10,19,85
141,71,979
100,52,23
51,7,558
141,24,918
36,54,1043
56,78,88
105,15,855
30,23,1004
112,65,1153
36,90,322
131,74,1015
123,34,263
15,20,36
30,25,904
8,75,631
106,38,1156
32,24,332
60,40,63
43,30,474
140,93,28
67,62,802
131,82,334
101,92,137
33,14,809
36,5,906
46,86,1042
140,24,629
67,84,743
56,20,825
13,32,1230
14,14,34
3,27,124
133,52,883
66,43,908
9,21,931
81,81,1185
146,38,165
52,58,1222
65,39,1021
1,37,372
83,10,831
3,66,423
138,49,1224
69,57,740
118,22,1021
137,27,758
144,4,719
17,46,1163
111,57,1011
82,62,754
54,88,728
39,39,588
93,11,237
18,90,831
56,58,734
134,67,721
94,18,1104
74,60,556
119,39,663
79,55,106
61,89,131
37,73,1020
140,57,869
123,49,27
100,60,126
52,13,186
90,13,511
50,24,916
70,27,732
66,80,409
123,82,758
19,52,876
95,61,226
35,71,1199
52,55,462
66,11,1101
50,49,818
101,81,795
76,9,552
93,91,542
122,48,851
80,14,1240
41,1,1172
124,39,1025
132,40,538
144,16,383
15,9,135
26,32,805
1,90,113
108,44,443
54,1,969
134,25,283
38,18,655
68,33,194
27,9,792
35,8,618
70,74,2
80,25,1237
122,83,78
113,85,775
75,50,26
21,91,1113
89,45,1016
20,62,523
4,92,349
38,11,602
57,6,79
9,82,927
143,10,234
119,45,775
86,44,267
94,44,253
16,54,1148
20,22,1226
53,81,800
84,9,51
42,22,1194
144,33,771
45,66,803
47,1,379
9,32,708
140,18,305
18,7,998
14,38,97
109,82,495
125,82,1165
107,43,803
29,37,694
137,82,146
82,62,475
145,35,654
142,34,16
39,45,872
115,33,618
107,78,893
125,25,1175
139,37,13
94,62,791
69,41,39
145,5,668
10,27,913
50,93,683
98,92,674
57,11,967
112,69,382
98,32,483
77,38,149
138,67,255
31,55,726
124,43,519
59,26,787
106,11,110
145,93,780
44,82,112
106,31,757
134,41,488
98,38,853
69,60,1079
38,12,1169
21,74,907
122,22,853
143,61,160
44,38,1053
16,58,194
31,71,836
45,75,1113
40,58,791
67,21,375
40,48,1137
1,29,602
107,60,38
28,27,867
67,53,728
30,28,1037
50,25,776
131,39,779
107,39,1193
29,59,306
5,36,218
131,1,664
115,84,115
80,76,1239
51,83,1
69,68,153
75,36,1137
128,11,250
37,82,803
71,30,383
93,87,320
115,33,606
88,81,35
36,74,992
12,66,194
54,12,1067
78,39,948
63,34,986
143,56,1003
12,41,589
119,7,48
104,70,569
120,51,568
79,11,27
66,11,582
66,57,139
41,77,793
120,15,1010
77,91,523
76,18,75
115,33,735
14,77,614
29,67,643
47,88,611
58,92,118
122,84,364
118,79,1058
24,29,1008
115,23,958
27,42,593
21,2,331
96,49,241
70,73,105
59,66,148
5,65,661
92,81,32
131,80,721
36,81,700
94,60,1158
73,90,408
31,15,1118
87,72,989
20,39,392
6,49,571
115,47,881
20,88,661
70,79,846
133,7,163
122,49,476
35,75,1048
21,40,762
133,20,1021
37,40,805
85,76,867
123,60,462
41,6,999
34,88,450
31,60,484
34,89,664
48,61,337
91,26,1196
87,83,807
85,45,768
4,73,1224
21,81,1228
30,15,585
108,42,430
28,11,1168
7,39,146
35,62,643
89,74,311
11,51,704
81,85,1138
13,36,577
88,33,929
70,60,158
31,3,795
64,35,1200
108,15,61
76,2,987
62,5,830
49,39,124
89,56,64
146,57,453
42,14,788
42,20,593
24,86,456
15,81,468
112,30,490
50,33,836
143,62,384
43,83,1036
116,23,932
110,59,548
134,25,149
66,79,214
44,92,262
79,76,90
56,22,753
112,68,949
71,58,542
127,21,388
60,35,310
136,59,262
133,40,697
145,12,871
138,32,856
141,56,732
112,72,561
33,71,770
99,82,541
107,90,167
135,51,73
108,3,686
74,69,1161
85,89,445
126,64,54
86,38,493
39,22,274
114,18,1097
21,81,1021
50,63,1143
30,88,826
86,77,581
19,72,13
34,38,188
14,35,1133
64,55,812
126,60,476
18,68,1246
94,52,808
78,44,926
45,13,37
110,75,1092
43,45,424
98,45,109
21,4,126
111,79,1002
129,42,164
135,3,1239
137,54,1101
89,82,903
61,82,1049
89,57,962
114,69,1174
136,59,956
110,24,114
25,28,698
97,39,151
128,10,351
146,32,1077
75,21,890
27,1,901
63,75,439
35,62,1004
32,51,588
67,84,631
83,38,430
57,63,682
94,18,548
72,38,607
1,72,489
19,1,728
33,1,1015
42,70,863
24,72,157
104,15,365
102,6,673
109,35,698
6,70,430
146,91,1138
66,54,20
138,21,107
50,11,942
35,72,338
128,48,257
34,31,797
